,song_id,name_song,listOfNames_song,artist_id,name_artist,listOfNames_artist,artistnames,trackName,trackID,albumID,artistIDs,explicit,popularity
4880,4880,Denk Toch Heel Goed Na,['Denk Toch Heel Goed Na'],1983,Zangeres Zonder Naam,['Zangeres Zonder Naam'],[None],,,,[None],,
4882,4882,Getaway,['Getaway'],1931,Maywood,['Maywood'],[None],,,,[None],,
4896,4896,Niet Geschoten Is Altijd Mis,['Niet Geschoten Is Altijd Mis'],1636,Nico Haak,['Nico Haak'],[None],,,,[None],,
4906,4906,Viva La Libertad,['Viva La Libertad'],2132,Daniel Sahuleka,['Daniel Sahuleka'],[None],,,,[None],,
4934,4934,Starlight,['Starlight'],2198,Risqué,['Risqué'],[None],,,,[None],,
4947,4947,"Kiddy Kiddy, Kiss Me","['Kiddy Kiddy, Kiss Me']",2244,Highway,['Highway'],[None],,,,[None],,
4954,4954,Lenie Uit De Takkestraat,['Lenie Uit De Takkestraat'],2248,Tineke Schouten,['Tineke Schouten'],[None],,,,[None],,
4956,4956,The Beatles' Movie Medley,"[""The Beatles' Movie Medley""]",0,The Beatles,['The Beatles'],[None],,,,[None],,
4964,4964,M'n Eigen Vrijheid,"[""M'n Eigen Vrijheid""]",2222,Nicole ((DEU)),['Nicole ((DEU))'],[None],,,,[None],,
4969,4969,Goin' Home,"[""Goin' Home""]",2185,Tower,['Tower'],[None],,,,[None],,
5002,5002,Keep On Smiling [Nieuwe Versie],['Keep On Smiling [Nieuwe Versie]'],697,James Lloyd,['James Lloyd'],[None],,,,[None],,
5012,5012,"Babe, We're Gonna Love Tonite","[""Babe, We're Gonna Love Tonite""]",2270,Lime II,['Lime II'],[None],,,,[None],,
5026,5026,'k Wis Niet Dat Je Kwaad Werd,"[""'k Wis Niet Dat Je Kwaad Werd""]",2276,Pleps,['Pleps'],[None],,,,[None],,
5053,5053,When We're Dancing,"[""When We're Dancing""]",609,George Baker Selection,['George Baker Selection'],[None],,,,[None],,
5075,5075,M'n Good Old Ducky,"[""M'n Good Old Ducky""]",2295,Tina Trucker,['Tina Trucker'],[None],,,,[None],,
5088,5088,Goodbye,['Goodbye'],1969,Spargo,['Spargo'],[None],,,,[None],,
5090,5090,Vang Me,['Vang Me'],2298,Cherry,['Cherry'],[None],,,,[None],,
5098,5098,Dat Kump Der Now Van,['Dat Kump Der Now Van'],1586,Normaal,['Normaal'],[None],,,,[None],,
5099,5099,Een Vrouw Zoals Jij,['Een Vrouw Zoals Jij'],2301,Hans De Booy,['Hans De Booy'],[None],,,,[None],,
5102,5102,Break It Out,['Break It Out'],2303,Lisa ((Boray)),['Lisa ((Boray))'],[None],,,,[None],,
5104,5104,Giddyap A Gogo,['Giddyap A Gogo'],2305,Ad Visser & Daniel Sahuleka,['Ad Visser & Daniel Sahuleka'],[None],,,,[None],,
5112,5112,Put That Pretty Smile Upon Your Face,['Put That Pretty Smile Upon Your Face'],2253,Bennet & Bee,['Bennet & Bee'],[None],,,,[None],,
5113,5113,Polonaise Achteruit,['Polonaise Achteruit'],1102,Arie Ribbens,['Arie Ribbens'],[None],,,,[None],,
5114,5114,Fadeaway,['Fadeaway'],2309,Loz Netto,['Loz Netto'],[None],,,,[None],,
5116,5116,"ExtendeDanc""EP""lay : Twisting By The Pool","['ExtendeDanc""EP""lay : Twisting By The Pool']",2311,D!re Stra!ts,['D!re Stra!ts'],[None],,,,[None],,
5129,5129,I've Got Mine,"[""I've Got Mine""]",2290,UB40,['UB40'],[None],,,,[None],,
5130,5130,Jack Is Back,['Jack Is Back'],745,Earth & Fire,['Earth & Fire'],[None],,,,[None],,
5143,5143,Such Luck!,['Such Luck!'],2132,Daniel Sahuleka,['Daniel Sahuleka'],[None],,,,[None],,
5151,5151,Ik Hou Toch Van Jou,['Ik Hou Toch Van Jou'],2222,Nicole ((DEU)),['Nicole ((DEU))'],[None],,,,[None],,
5154,5154,De Boer Is Troef,['De Boer Is Troef'],1586,Normaal,['Normaal'],[None],,,,[None],,
5159,5159,Nescio,['Nescio'],1962,The Nits,['The Nits'],[None],,,,[None],,
5163,5163,Don't Wanna Live Without You,"[""Don't Wanna Live Without You""]",2332,Aristakes,['Aristakes'],[None],,,,[None],,
5169,5169,Sing Me A Song,['Sing Me A Song'],2336,Bernadette,['Bernadette'],[None],,,,[None],,
5178,5178,America En Oude Pekela,['America En Oude Pekela'],2279,The Dutch Boys,['The Dutch Boys'],[None],,,,[None],,
5187,5187,Rawhide,['Rawhide'],2346,The Chaps,['The Chaps'],[None],,,,[None],,
5231,5231,Heidi,['Heidi'],1586,Normaal,['Normaal'],[None],,,,[None],,
5237,5237,Thought I'd Ring You,"[""Thought I'd Ring You""]",2361,Alain Delon & Shirley Bassey,['Alain Delon & Shirley Bassey'],[None],,,,[None],,
5241,5241,'t Kan Vriezen 't Kan Dooien,"[""'t Kan Vriezen 't Kan Dooien""]",1820,Robert Paul,['Robert Paul'],[None],,,,[None],,
5249,5249,In De Disco,['In De Disco'],2365,Noodweer,['Noodweer'],[None],,,,[None],,
5260,5260,I O U,['I O U'],2371,Freeez,['Freeez'],[None],,,,[None],,
5264,5264,Do You Like Me,['Do You Like Me'],1969,Spargo,['Spargo'],[None],,,,[None],,
5272,5272,Do It Again Medley With Billie Jean,['Do It Again Medley With Billie Jean'],2376,Club House,['Club House'],[None],,,,[None],,
5283,5283,Kom In Mijn Armen,['Kom In Mijn Armen'],2383,Ciska Peters & Aristakes,['Ciska Peters & Aristakes'],[None],,,,[None],,
5309,5309,"ZzZwiet, Zwiet Honniebie","['ZzZwiet, Zwiet Honniebie']",2248,Tineke Schouten,['Tineke Schouten'],[None],,,,[None],,
5317,5317,Burn It Up (Mr. D.J.),"['Burn It Up (Mr. D.J.)', 'Burn It Up ', 'Mr. D.J.', 'Burn It Up Mr. D.J.']",2198,Risqué,['Risqué'],[None],,,,[None],,
5326,5326,(Don't You Ever) Shop Around,"[""(Don't You Ever) Shop Around"", ""Don't You Ever"", ""Don't You Ever Shop Around""]",1856,Babe,['Babe'],[None],,,,[None],,
5332,5332,Als De Bloemen Huilen Konden,['Als De Bloemen Huilen Konden'],2222,Nicole ((DEU)),['Nicole ((DEU))'],[None],,,,[None],,
5350,5350,My Boy,['My Boy'],2406,The Jodelles,['The Jodelles'],[None],,,,[None],,
5354,5354,Manhattan,['Manhattan'],2408,G'race,"[""G'race""]",[None],,,,[None],,
5359,5359,Can't Stop Running....,"[""Can't Stop Running....""]",2411,Space Monkey,['Space Monkey'],[None],,,,[None],,
5367,5367,Motormania,['Motormania'],2415,Roman Holliday,['Roman Holliday'],[None],,,,[None],,
5376,5376,In 't Diepst Van Je Hart,"[""In 't Diepst Van Je Hart""]",1162,Frank & Mirella,['Frank & Mirella'],[None],,,,[None],,
5383,5383,Stop Doggin' Me Around,"[""Stop Doggin' Me Around""]",2418,Klique,['Klique'],[None],,,,[None],,
5388,5388,Sketches Of Spain,['Sketches Of Spain'],1962,The Nits,['The Nits'],[None],,,,[None],,
5403,5403,Thuis Ben,['Thuis Ben'],2301,Hans De Booy,['Hans De Booy'],[None],,,,[None],,
5406,5406,Fraction Too Much Friction,['Fraction Too Much Friction'],2426,Tim Finn,['Tim Finn'],[None],,,,[None],,
5408,5408,I Got Rhythm,['I Got Rhythm'],2396,The Broads,['The Broads'],[None],,,,[None],,
5413,5413,Let No Man Put Us Under,['Let No Man Put Us Under'],1669,First Choice,['First Choice'],[None],,,,[None],,
5415,5415,Olé En Marie Doet Niet Mee,['Olé En Marie Doet Niet Mee'],1594,De Havenzangers,['De Havenzangers'],[None],,,,[None],,
5421,5421,Steamhammer Sam,['Steamhammer Sam'],2431,Intaferon,['Intaferon'],[None],,,,[None],,
5422,5422,Listen To The Radio (Atmospherics),"['Listen To The Radio (Atmospherics)', 'Listen To The Radio ', 'Atmospherics', 'Listen To The Radio Atmospherics']",2432,Tom Robinson,['Tom Robinson'],[None],,,,[None],,
5425,5425,The Universal Song,['The Universal Song'],2110,Kim Carnes,['Kim Carnes'],[None],,,,[None],,
5433,5433,How About It,['How About It'],2437,MDMC : Modern Dancable Music Company,['MDMC : Modern Dancable Music Company'],[None],,,,[None],,
5441,5441,Als Ze Me Missen...,['Als Ze Me Missen...'],1636,Nico Haak,['Nico Haak'],[None],,,,[None],,
5451,5451,The Country Disco Train,['The Country Disco Train'],828,Saskia & Serge,['Saskia & Serge'],[None],,,,[None],,
5452,5452,Soul chacha,['Soul chacha'],2445,Eddy and The Soulband,['Eddy and The Soulband'],[None],,,,[None],,
5466,5466,Dr. Rhythm,['Dr. Rhythm'],2408,G'race,"[""G'race""]",[None],,,,[None],,
5476,5476,Lady,['Lady'],1969,Spargo,['Spargo'],[None],,,,[None],,
5479,5479,Through The Years,['Through The Years'],2426,Tim Finn,['Tim Finn'],[None],,,,[None],,
5481,5481,Swing Is The Thing,['Swing Is The Thing'],2460,The Deep River Quartet,['The Deep River Quartet'],[None],,,,[None],,
5484,5484,My Guy's... ...Mad At Me,"[""My Guy's... ...Mad At Me""]",2345,Tracey Ullman,['Tracey Ullman'],[None],,,,[None],,
5496,5496,All Right Here I Am,['All Right Here I Am'],2468,Jerney Kaagman,['Jerney Kaagman'],[None],,,,[None],,
5506,5506,The Flyer,['The Flyer'],2475,Diethelm/Famulari,"['Diethelm', 'Famulari']",[None],,,,[None],,
5521,5521,Tattoo Song,['Tattoo Song'],2482,Herman Brood & The Wild Romance,['Herman Brood & The Wild Romance'],[None],,,,[None],,
5529,5529,De Klok Op... Rock,['De Klok Op... Rock'],1586,Normaal,['Normaal'],[None],,,,[None],,
5532,5532,Move,['Move'],1291,The Trammps,['The Trammps'],[None],,,,[None],,
5550,5550,Demasiado Coraz̃on,['Demasiado Coraz̃on'],1653,Mink DeVille,['Mink DeVille'],[None],,,,[None],,
5566,5566,A Whiter Shade Of Pale,['A Whiter Shade Of Pale'],2498,O'chi Brown,"[""O'chi Brown""]",[None],,,,[None],,
5573,5573,Jay-O-Dee,"['Jay-O-Dee', 'Jay']",2408,G'race,"[""G'race""]",[None],,,,[None],,
5578,5578,Breakdance ...There's No Stopping Us,"[""Breakdance ...There's No Stopping Us""]",2505,Ollie and Jerry,['Ollie and Jerry'],[None],,,,[None],,
5586,5586,Telefoonbaby,['Telefoonbaby'],2512,John Spencer en Lyda,['John Spencer en Lyda'],[None],,,,[None],,
5589,5589,You Don't Love Me,"[""You Don't Love Me""]",2515,Marilyn,['Marilyn'],[None],,,,[None],,
5594,5594,I'm Your Son South America,"[""I'm Your Son South America""]",1212,Silvio,['Silvio'],[None],,,,[None],,
5602,5602,Not The Dancing Kind,['Not The Dancing Kind'],2522,Ruud Gullit,['Ruud Gullit'],[None],,,,[None],,
5613,5613,Heb Ik Daar M'n Schoenen Voor Gepoetst!,"[""Heb Ik Daar M'n Schoenen Voor Gepoetst!""]",1820,Robert Paul,['Robert Paul'],[None],,,,[None],,
5615,5615,Politiek,['Politiek'],1586,Normaal,['Normaal'],[None],,,,[None],,
5618,5618,Ménage À Trois,['Ménage À Trois'],2528,K Ram,['K Ram'],[None],,,,[None],,
5619,5619,Souvenirs Del Sol,['Souvenirs Del Sol'],1007,Debbie,['Debbie'],[None],,,,[None],,
5624,5624,Standing In The Twilight,['Standing In The Twilight'],1931,Maywood,['Maywood'],[None],,,,[None],,
5648,5648,Woodpeckers From Space,['Woodpeckers From Space'],2536,Video Kids,['Video Kids'],[None],,,,[None],,
5654,5654,Tinsel Town In The Rain,['Tinsel Town In The Rain'],2539,The Blue Nile,['The Blue Nile'],[None],,,,[None],,
5656,5656,Heeft Een Kind Een Toekomst,['Heeft Een Kind Een Toekomst'],1092,Robert Long,['Robert Long'],[None],,,,[None],,
5664,5664,Lost In Music [Special 1984 Nile Rodgers Remix],['Lost In Music [Special 1984 Nile Rodgers Remix]'],1835,Sister Sledge,['Sister Sledge'],[None],,,,[None],,
5674,5674,"Stille Liefde, Stil Verdriet","['Stille Liefde, Stil Verdriet']",1162,Frank & Mirella,['Frank & Mirella'],[None],,,,[None],,
5678,5678,Het Kleine Café Aan De Haven,['Het Kleine Café Aan De Haven'],2543,Meadow,['Meadow'],[None],,,,[None],,
5679,5679,Hot Havanna Nights,['Hot Havanna Nights'],1122,Albert West,['Albert West'],[None],,,,[None],,
5696,5696,Everybody Join Hands [Nieuwe Versie],['Everybody Join Hands [Nieuwe Versie]'],1007,Debbie,['Debbie'],[None],,,,[None],,
5706,5706,Eeuwige Kerst,['Eeuwige Kerst'],2551,Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel,['Annie Schilder & Koor Kinderen Voor Kinderen & Het Goede Doel'],[None],,,,[None],,
5730,5730,"Brinkman, Minister Brinkman .......","['Brinkman, Minister Brinkman .......']",1049,Vader Abraham,['Vader Abraham'],[None],,,,[None],,
5732,5732,Mijn Opoe Heeft Een Zadel Op D'r Rug,"[""Mijn Opoe Heeft Een Zadel Op D'r Rug""]",1343,Andre Van Duin,['Andre Van Duin'],[None],,,,[None],,
5742,5742,Het Grote Reclamelied,['Het Grote Reclamelied'],2567,Frans Peters en Het Sterrenteam,['Frans Peters en Het Sterrenteam'],[None],,,,[None],,
5751,5751,Am I Losing You Forever,['Am I Losing You Forever'],2504,Mai Tai,['Mai Tai'],[None],,,,[None],,
5753,5753,Yaki Taki Oowah!,['Yaki Taki Oowah!'],2570,Gigantjes,['Gigantjes'],[None],,,,[None],,
5771,5771,Let's Dance Tonight,"[""Let's Dance Tonight""]",2577,Pia Zadora,['Pia Zadora'],[None],,,,[None],,
5776,5776,Rode Rozen En Witte Seringen,['Rode Rozen En Witte Seringen'],2552,Jantje Koopmans en Zijn Band,['Jantje Koopmans en Zijn Band'],[None],,,,[None],,
5830,5830,Kom D'r Bi-j,"[""Kom D'r Bi-j"", ""Kom D'r Bi""]",1586,Normaal,['Normaal'],[None],,,,[None],,
5863,5863,Blackstar,['Blackstar'],2618,Georgie Davis,['Georgie Davis'],[None],,,,[None],,
5864,5864,Mengelmoes,['Mengelmoes'],2463,Danny De Munk,['Danny De Munk'],[None],,,,[None],,
5873,5873,Bandolero,['Bandolero'],2106,Vanessa,['Vanessa'],[None],,,,[None],,
5879,5879,Zoals Vrienden Doen,['Zoals Vrienden Doen'],2502,Bonnie & José,['Bonnie & José'],[None],,,,[None],,
5887,5887,Japanese Lovesong,['Japanese Lovesong'],2628,Ten Sharp,['Ten Sharp'],[None],,,,[None],,
5907,5907,5 Minutes,['5 Minutes'],2637,Mainframe,['Mainframe'],[None],,,,[None],,
5918,5918,Say I'm Your No. 1,"[""Say I'm Your No. 1""]",2640,Princess,['Princess'],[None],,,,[None],,
5919,5919,Munich Night,['Munich Night'],1122,Albert West,['Albert West'],[None],,,,[None],,
5925,5925,All Of Me For All Of You,['All Of Me For All Of You'],2645,9.9,['9.9'],[None],,,,[None],,
5931,5931,Red Skies,['Red Skies'],2648,Boom Boom Mancini,['Boom Boom Mancini'],[None],,,,[None],,
5939,5939,Reach Out And Touch,['Reach Out And Touch'],2650,Henny Huisman en Soundmixers Voor Zonnebloem,"['Henny Huisman en Soundmixers Voor Zonnebloem', 'Henny Huisman en Soundmi']",[None],,,,[None],,
5941,5941,Dancing On A String,['Dancing On A String'],2174,Time Bandits,['Time Bandits'],[None],,,,[None],,
5942,5942,Into The Groove Medley - The Madonna Hits,"['Into The Groove Medley - The Madonna Hits', 'Into The Groove Medley ']",2651,Mirage,['Mirage'],[None],,,,[None],,
5950,5950,You're The Inspiration,"[""You're The Inspiration""]",2656,New Jersey Mass Choir,['New Jersey Mass Choir'],[None],,,,[None],,
5954,5954,Al Jouw Woorden Zijn Te Veel,['Al Jouw Woorden Zijn Te Veel'],1538,André Hazes,['André Hazes'],[None],,,,[None],,
5963,5963,Sun City,['Sun City'],2661,Artists United Against Apartheid,['Artists United Against Apartheid'],[None],,,,[None],,
5968,5968,Takes A Little Time,['Takes A Little Time'],2662,Total Contrast,['Total Contrast'],[None],,,,[None],,
6008,6008,Moscow Nights,['Moscow Nights'],2683,Anya,['Anya'],[None],,,,[None],,
6012,6012,Hit And Run,['Hit And Run'],2662,Total Contrast,['Total Contrast'],[None],,,,[None],,
6016,6016,"Kom Op, We Zetten Alles Op Z'n Kop!","[""Kom Op, We Zetten Alles Op Z'n Kop!""]",2569,De Deurzakkers,['De Deurzakkers'],[None],,,,[None],,
6019,6019,I'm A Lover,"[""I'm A Lover""]",2687,Andrea,['Andrea'],[None],,,,[None],,
6031,6031,Remember The Good Times,['Remember The Good Times'],2692,Frank Ashton,['Frank Ashton'],[None],,,,[None],,
6038,6038,Let's Take You Back (To The Good Old Days),"[""Let's Take You Back (To The Good Old Days)"", ""Let's Take You Back "", 'To The Good Old Days', ""Let's Take You Back To The Good Old Days""]",2695,Tommies,['Tommies'],[None],,,,[None],,
6045,6045,It Was Love,['It Was Love'],2697,Frank Duval & Kalina Maloyer,['Frank Duval & Kalina Maloyer'],[None],,,,[None],,
6050,6050,Just Can't Stand It,"[""Just Can't Stand It""]",2457,Matt Bianco,['Matt Bianco'],[None],,,,[None],,
6057,6057,Suspicious Minds,['Suspicious Minds'],2700,FYC : Fine Young Cannibals,['FYC : Fine Young Cannibals'],[None],,,,[None],,
6063,6063,Don't You Want My Love,"[""Don't You Want My Love""]",2704,Nicole McCloud,['Nicole McCloud'],[None],,,,[None],,
6064,6064,The Way To Love/ Het Is Nog Niet Te Laat,"['The Way To Love', ' Het Is Nog Niet Te Laat']",2705,Frank Affolter,['Frank Affolter'],[None],,,,[None],,
6075,6075,Iedereen Doet 't,"[""Iedereen Doet 't""]",1092,Robert Long,['Robert Long'],[None],,,,[None],,
6086,6086,Stars,['Stars'],2714,Hear 'n Aid,"[""Hear 'n Aid""]",[None],,,,[None],,
6102,6102,That's What They Say About Love,"[""That's What They Say About Love""]",2724,Flip,['Flip'],[None],,,,[None],,
6110,6110,For The Longest Time,['For The Longest Time'],2728,Satisfy,['Satisfy'],[None],,,,[None],,
6112,6112,In The Middle Of The Night,['In The Middle Of The Night'],2729,I've Got The Bullets,"[""I've Got The Bullets""]",[None],,,,[None],,
6116,6116,Hands Across America,['Hands Across America'],2730,Voices Of America,['Voices Of America'],[None],,,,[None],,
6125,6125,Holly Rock,['Holly Rock'],2516,Sheila E.,['Sheila E.'],[None],,,,[None],,
6146,6146,Leave It To Luck,['Leave It To Luck'],2741,Topper Headon,['Topper Headon'],[None],,,,[None],,
6155,6155,You've Got Me Keyed Up,"[""You've Got Me Keyed Up""]",2745,A-nita ((Heilker)),"['A-nita ((Heilker))', 'A']",[None],,,,[None],,
6173,6173,Ratsmodee,['Ratsmodee'],2463,Danny De Munk,['Danny De Munk'],[None],,,,[None],,
6177,6177,Holland Rep,['Holland Rep'],2758,Haagse Harry en Hollandscheveldse Hendrik,['Haagse Harry en Hollandscheveldse Hendrik'],[None],,,,[None],,
6179,6179,Waiting To See You,['Waiting To See You'],1806,Dan Hartman,['Dan Hartman'],[None],,,,[None],,
6220,6220,Don't Stand So Close To Me '86,"[""Don't Stand So Close To Me '86""]",1847,The Police,['The Police'],[None],,,,[None],,
6221,6221,Ego,['Ego'],2775,Nat Augustin,['Nat Augustin'],[None],,,,[None],,
6255,6255,Later Als Je Groot Bent,['Later Als Je Groot Bent'],2784,Henny Huisman,['Henny Huisman'],[None],,,,[None],,
6278,6278,Geef Ons Vrede,['Geef Ons Vrede'],1092,Robert Long,['Robert Long'],[None],,,,[None],,
6346,6346,Cross That Bridge,['Cross That Bridge'],2822,The Ward Brothers,['The Ward Brothers'],[None],,,,[None],,
6355,6355,Let It Be,['Let It Be'],2824,Ferry Aid,['Ferry Aid'],[None],,,,[None],,
6379,6379,Midnight To Midnight,['Midnight To Midnight'],2601,Gerard Joling,['Gerard Joling'],[None],,,,[None],,
6384,6384,Let's Hang On,"[""Let's Hang On""]",2836,Nancy Boyd & The Cappello's,"[""Nancy Boyd & The Cappello's""]",[None],,,,[None],,
6394,6394,High Society Medley,['High Society Medley'],2843,David Ray,['David Ray'],[None],,,,[None],,
6400,6400,S.O.S. Mozambique,['S.O.S. Mozambique'],2845,Dutch Artists Sing For Mozambique,['Dutch Artists Sing For Mozambique'],[None],,,,[None],,
6421,6421,Viva America,['Viva America'],609,George Baker Selection,['George Baker Selection'],[None],,,,[None],,
6463,6463,Second Chance,['Second Chance'],2710,Frizzle Sizzle,['Frizzle Sizzle'],[None],,,,[None],,
6473,6473,Building A Bridge To Your Heart,['Building A Bridge To Your Heart'],2719,Wax ((1986)),"['Wax ((1986))', 'Wa']",[None],,,,[None],,
6475,6475,C'est La Ouate - Remix,"[""C'est La Ouate - Remix"", ""C'est La Ouate ""]",2878,Carol'in,"[""Carol'in""]",[None],,,,[None],,
6487,6487,I'm In It For Love,"[""I'm In It For Love""]",1018,Donny Osmond,['Donny Osmond'],[None],,,,[None],,
6509,6509,Welkom In Utopia 2,['Welkom In Utopia 2'],2355,Frank Boeijen Groep,['Frank Boeijen Groep'],[None],,,,[None],,
6515,6515,Stars On Frankie,['Stars On Frankie'],2064,Stars On 45,['Stars On 45'],[None],,,,[None],,
6530,6530,Bella Maria,['Bella Maria'],609,George Baker Selection,['George Baker Selection'],[None],,,,[None],,
6543,6543,A New Tomorrow,['A New Tomorrow'],1395,Piet Veerman,['Piet Veerman'],[None],,,,[None],,
6578,6578,(Baby Tell Me) Can You Dance,"['(Baby Tell Me) Can You Dance', 'Baby Tell Me', 'Baby Tell Me Can You Dance']",2914,Shanice Wilson,['Shanice Wilson'],[None],,,,[None],,
6581,6581,Koud Hè,['Koud Hè'],2916,The V-Boys,"['The V-Boys', 'The V']",[None],,,,[None],,
6590,6590,Stuck On Earth,['Stuck On Earth'],2920,Alf,['Alf'],[None],,,,[None],,
6591,6591,Rits,['Rits'],2921,Bertus Staigerpaip,['Bertus Staigerpaip'],[None],,,,[None],,
6597,6597,Packjammed With The Party Posse,['Packjammed With The Party Posse'],2877,Stock Aitken Waterman,['Stock Aitken Waterman'],[None],,,,[None],,
6598,6598,Females,['Females'],2924,The Cookie Crew,['The Cookie Crew'],[None],,,,[None],,
6611,6611,De Hoofdman Was Knuppeldik,['De Hoofdman Was Knuppeldik'],2929,Normaal en De Glanerbrugger Muzikanten,['Normaal en De Glanerbrugger Muzikanten'],[None],,,,[None],,
6618,6618,Dat Had Je Nou Niet Moeten Doen/ Happy With Barry,"['Dat Had Je Nou Niet Moeten Doen', ' Happy With Barry']",2932,Barry Hughes,['Barry Hughes'],[None],,,,[None],,
6620,6620,A Little Piece Of Heaven,['A Little Piece Of Heaven'],1952,Godley & Creme,['Godley & Creme'],[None],,,,[None],,
6627,6627,Vanavond Gaan We Stappen,['Vanavond Gaan We Stappen'],1102,Arie Ribbens,['Arie Ribbens'],[None],,,,[None],,
6631,6631,Tiet Veur 'Un Pafke!,"[""Tiet Veur 'Un Pafke!""]",2938,Harko + Pao,['Harko + Pao'],[None],,,,[None],,
6634,6634,Tired Of Getting Pushed Around,['Tired Of Getting Pushed Around'],2939,2 Men A Drum Machine & A Trumpet,['2 Men A Drum Machine & A Trumpet'],[None],,,,[None],,
6636,6636,KNMI,['KNMI'],2940,Tony Peroni & His All Stars,['Tony Peroni & His All Stars'],[None],,,,[None],,
6645,6645,Rok Da House,['Rok Da House'],2945,The Beatmasters featuring The Cookie Crew,"['The Beatmasters featuring The Cookie Crew', 'The Beatmasters ']",[None],,,,[None],,
6656,6656,Play It Cool,['Play It Cool'],2952,Freiheit,['Freiheit'],[None],,,,[None],,
6664,6664,Say It Again,['Say It Again'],2726,Jermaine Stewart,['Jermaine Stewart'],[None],,,,[None],,
6668,6668,Maladie D'amour,"[""Maladie D'amour""]",2961,Robert Strating,['Robert Strating'],[None],,,,[None],,
6671,6671,Yé Ké Yé Ké,['Yé Ké Yé Ké'],2963,Mory Kante,['Mory Kante'],[None],,,,[None],,
6683,6683,Love Lies,['Love Lies'],2968,Ellert,['Ellert'],[None],,,,[None],,
6685,6685,Faith,['Faith'],2969,The Wee Papa Girl Rappers,['The Wee Papa Girl Rappers'],[None],,,,[None],,
6714,6714,Blue Monday 1988,['Blue Monday 1988'],2353,New Order,['New Order'],[None],,,,[None],,
6719,6719,Ponte A Cantar,['Ponte A Cantar'],442,José Feliciano,['José Feliciano'],[None],,,,[None],,
6742,6742,Doctorin' The Tardis,"[""Doctorin' The Tardis""]",2998,The Timelords,['The Timelords'],[None],,,,[None],,
6746,6746,Oh Patti,['Oh Patti'],3001,Scritti Politti + Miles Davis,['Scritti Politti + Miles Davis'],[None],,,,[None],,
6757,6757,Joint Mix,['Joint Mix'],3008,Tolga Flim Flam Balkan,['Tolga Flim Flam Balkan'],[None],,,,[None],,
6764,6764,Love Cat,['Love Cat'],2529,Roberto Jacketti & The Scooters,['Roberto Jacketti & The Scooters'],[None],,,,[None],,
6767,6767,Samantha,['Samantha'],1869,Diesel,['Diesel'],[None],,,,[None],,
6770,6770,En La Playa,['En La Playa'],3014,Los Fieras,['Los Fieras'],[None],,,,[None],,
6774,6774,Heat It Up,['Heat It Up'],3016,The Wee Papa Girl Rappers featuring 2 Men and A Drum Machine,"['The Wee Papa Girl Rappers featuring 2 Men and A Drum Machine', 'The Wee Papa Girl Rappers ']",[None],,,,[None],,
6790,6790,Dancin' Easy,"[""Dancin' Easy""]",3024,Funhouse,['Funhouse'],[None],,,,[None],,
6798,6798,Whenever You Need Me,['Whenever You Need Me'],1395,Piet Veerman,['Piet Veerman'],[None],,,,[None],,
6803,6803,Cause You're Not Here,"[""Cause You're Not Here""]",2720,René Shuman,['René Shuman'],[None],,,,[None],,
6819,6819,I Don't Want Your Love,"[""I Don't Want Your Love""]",3030,Duranduran,['Duranduran'],[None],,,,[None],,
6832,6832,Read My Lips,['Read My Lips'],2601,Gerard Joling,['Gerard Joling'],[None],,,,[None],,
6854,6854,TBM Mix,['TBM Mix'],3046,Sample Syndicate,['Sample Syndicate'],[None],,,,[None],,
6861,6861,"Don't Worry, Be Happy","[""Don't Worry, Be Happy""]",3049,Johnny Camaro,['Johnny Camaro'],[None],,,,[None],,
6882,6882,Happy Xmas (War Is Over)/ Gelukkig Kerstfeest,"['Happy Xmas (War Is Over)', ' Gelukkig Kerstfeest', 'Happy Xmas ', 'War Is Over', 'Happy Xmas War Is Over']",3058,Artists For Ronald McDonald House/ Artiesten Voor Het Ronald McDonald Huis,"['Artists For Ronald McDonald House', ' Artiesten Voor Het Ronald McDonald Huis']",[None],,,,[None],,
6902,6902,She Drives Me Crazy,['She Drives Me Crazy'],2700,FYC : Fine Young Cannibals,['FYC : Fine Young Cannibals'],[None],,,,[None],,
6904,6904,Polonaise Hollandaise (Surinaamse Versie),"['Polonaise Hollandaise (Surinaamse Versie)', 'Polonaise Hollandaise ', 'Surinaamse Versie', 'Polonaise Hollandaise Surinaamse Versie']",3049,Johnny Camaro,['Johnny Camaro'],[None],,,,[None],,
6909,6909,I'm Into Folk,"[""I'm Into Folk""]",3073,Bart Peeters & De Radio's,"[""Bart Peeters & De Radio's""]",[None],,,,[None],,
6916,6916,Ballad Of The Streets EP : Belfast Child,['Ballad Of The Streets EP : Belfast Child'],2232,Simple Minds,['Simple Minds'],[None],,,,[None],,
6920,6920,Soulmate,['Soulmate'],2969,The Wee Papa Girl Rappers,['The Wee Papa Girl Rappers'],[None],,,,[None],,
6925,6925,The Living Years,['The Living Years'],3080,M1ke + The MeChaN1C5,['M1ke + The MeChaN1C5'],[None],,,,[None],,
6945,6945,Mijn Naam Is Jaap,['Mijn Naam Is Jaap'],3091,André Van Duin presenteert: Jaap Aap en De Apen,['André Van Duin presenteert: Jaap Aap en De Apen'],[None],,,,[None],,
6984,6984,Be There,['Be There'],3110,Clive Griffin,['Clive Griffin'],[None],,,,[None],,
